date,description,keywords,title,url
2019-05-06,"Piers O’Conor and Mat Protheroe step up for Bristol, Newcastle left down and out while leaky Leicester require urgent repairs","Premiership,Bristol,Newcastle,Leicester,Saracens,Bath,Rugby union,Sport,Premiership,Bristol,Newcastle,Leicester,Saracens,Bath,Rugby union,Sport",Rugby union: talking points from the Premiership’s weekend action | Sport | The Guardian,http://www.theguardian.com/sport/blog/2019/may/06/rugby-union-talking-points-premiership-weekend-action
2019-05-06,More than 200 of the world’s best players say they won’t play in North America. They hope that their actions will usher in a better era for the game,"Ice hockey,US sports,Sport,Ice hockey,US sports,Sport",'We're not going to play': Will a player boycott save women's hockey ... or harm it? | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/womens-hockey-boycott-north-america-nwhl-cwhl
2019-05-06,The England hooker’s leadership skills have come to the fore to deal with a difficult off-field incident but Saracens are in confident mood before the European Cup final against Leinster on Saturday,"Saracens,European Challenge Cup,Leinster,Rugby union,Sport,England rugby union team,Saracens,European Challenge Cup,Leinster,Rugby union,Sport,England rugby union team",Jamie George: ‘Saracens are going somewhere no club has been before in Europe’ | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/jamie-george-saracens-england-european-challenge-cup-final-leinster-rugby-interview
2019-05-06,"England’s Test captain Joe Root said he is looking forward to practising with the one-day side’s newest pacemen, adding ‘He hurried a few guys up’ in T20 victory over Pakistan on Sunday","England cricket team,Joe Root,Cricket,Sport,England cricket team,Joe Root,Cricket,Sport",Joe Root sees value in Jofra Archer’s ‘extra bit of zip’ for England | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/joe-root-jofra-archer-extra-zip-england-pakistan
2019-05-06,Rails on both sides could be used to guide runners towards the centre of the course and ensure a fair race for the Classic,"2,000 Guineas,Sport,Horse racing tips,Horse racing,2,000 Guineas,Sport,Horse racing tips,Horse racing","Talking Horses: Tapering rails can prevent 2,000 Guineas track bias | Sport | The Guardian",http://www.theguardian.com/sport/blog/2019/may/06/talking-horses-tapering-rails-can-prevent-2000-guineas-track-bias-horse-racing-tips
2019-05-06,"From Semenya’s 30th win in a row, to powerful displays at Wembley, on bikes and in cars, women cast a blow against outdated attitudes","Sport,Cycling,Motor sport,Caster Semenya,Women's football,Sport,Cycling,Motor sport,Caster Semenya,Women's football",Women fight against prejudice on an extraordinary weekend for sport | Richard Williams | Sport | The Guardian,http://www.theguardian.com/sport/blog/2019/may/06/women-sport-caster-semenya-fa-cup-final-w-series-tour-de-yorkshire
2019-05-06,A 14-year-old featured in a Sports Illustrated article about young athletes who would rule the future of sports has been shot dead,"NFL,US sports,Gun crime,Sport,NFL,US sports,Gun crime,Sport",14-year-old athlete tipped for NFL stardom shot dead at party | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/jaylon-mckenzie-teenage-football-nfl-shot-dead
2019-05-06,"The long-suffering Melbourne supporter on his social and political humour, and how he doesn’t mind his jokes ruffling some feathers","AFLW,Australian rules football,Australia sport,Sport,Comedy,Australia news,AFLW,Australian rules football,Australia sport,Sport,Comedy,Australia news",Titus O'Reily: the satirist extending his nuanced comedy to women in sport | Kasey Symons | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/07/titus-oreily-the-satirist-extending-his-nuanced-comedy-to-women-in-sport
2019-05-06,The Derrinstown Stud Derby Trial looks like being the most significant pre-Epsom prep race after Aidan O’Brien says his three most fancied contenders may run in that race on Sunday,"The Derby 2019,The Derby,Aidan O'Brien,Horse racing,Horse racing tips,Sport,The Derby 2019,The Derby,Aidan O'Brien,Horse racing,Horse racing tips,Sport",O’Brien set to switch Derby second favourite Japan to Leopardstown | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/aidan-o-brien-set-to-swtich-derby-second-favourite-japan-to-leopardstown-horse-racing
2019-07-06,Supermarket to create olive crostini and bread pudding from baguettes to reduce waste,"Food waste,Tesco,Bread,Supermarkets,Environment,Retail industry,Business,Food,UK news,Food waste,Tesco,Bread,Supermarkets,Environment,Retail industry,Business,Food,UK news",Making a crust: Tesco to use unsold bread in new products | Environment | The Guardian,http://www.theguardian.com/environment/2019/jul/06/making-a-crust-tesco-to-use-unsold-bread-in-new-products
2019-05-06,Bristol’s Judd Trump beat John Higgins 18-9 at the Crucible to win his first world snooker title having resumed at the halfway stage with a 12-5 lead,"World Snooker Championship,Judd Trump,John Higgins,Snooker,Sport,World Snooker Championship,Judd Trump,John Higgins,Snooker,Sport",Judd Trump soars to World Snooker Championship win over John Higgins | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/judd-trump-beats-john-higgins-world-snooker-championship-final
2019-05-06,"Novak Djokovic, the world No 1, played a diplomatic role in tennis’s new soap opera involving Justin Gimelstob","Novak Djokovic,Tennis,Sport,Novak Djokovic,Tennis,Sport",Novak Djokovic gives a qualified backing to disgraced Justin Gimelsto | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/novak-djokovic-justin-gimelstob
2019-05-06,"Katie Boulter, who experienced discomfort starring for Britain in the Fed Cup, will miss the French Open while at the Madrid Open Sloane Stephens beat Victoria Azarenka 6-4, 2-6, 6-2","Tennis,Sloane Stephens,Victoria Azarenka,Sport,Tennis,Sloane Stephens,Victoria Azarenka,Sport",Katie Boulter out of French Open with back injury and could miss Wimbledon | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/06/sloane-stephens-new-start-madrid-win-victoria-azarenka
2019-07-06,"As the 50th anniversary of the first Apollo landing approaches, a host of countries are undertaking lunar missions. What’s behind the new space race?","The moon,Apollo 11,Space,International Space Station,Science,The moon,Apollo 11,Space,International Space Station,Science",Everyone’s going back to the moon. But why? | Science | The Guardian,http://www.theguardian.com/science/2019/jul/06/everyones-going-to-the-moon-again-apollo-11-50th-aniversary
2019-06-06,"Seventeen-year-old Amanda Anisimova produced a stunning performance to defeat the defending champion, Simona Halep, and reach the French Open semi-finals","French Open 2019,Simona Halep,French Open,Tennis,Sport,French Open 2019,Simona Halep,French Open,Tennis,Sport",Johanna Konta and Ashleigh Barty look to steal teenagers’ thunder | Sport | The Guardian,http://www.theguardian.com/sport/2019/jun/06/amanda-anisimova-shocks-simona-halep-reach-french-open-tennis-semi-final
2019-05-06,"A preposterous performance from Judd Trump, his all-round game as good as anything ever seen at the Crucible, gave him his first world title and John Higgins his third consecutive final defeat","World Snooker Championship,Snooker,Sport,Judd Trump,John Higgins,World Snooker Championship,Snooker,Sport,Judd Trump,John Higgins",World Snooker Championship: Trump beats Higgins 18-9 to win 2019 final | Sport | The Guardian,http://www.theguardian.com/sport/live/2019/may/06/world-snooker-championship-final-2019-judd-trump-v-john-higgins-live
2019-05-06,"The camping veteran is here to pick out the essentials, from bumbags to waterproofs","Festivals,Metronomy,Music,Culture,Festivals,Metronomy,Music,Culture",Metronomy’s Joe Mount on how to survive festival season | Culture | The Guardian,http://www.theguardian.com/culture/2019/may/06/eat-your-wet-wipes-metronomys-joe-mount-on-how-to-survive-festivals
2019-05-06,"From skipping bad meat to guzzling Guinness, the MC and foodie reveals the rules of festival consumption","Festivals,Loyle Carner,Food,Music,Culture,Rap,Festivals,Loyle Carner,Food,Music,Culture,Rap",‘Don’t go near the hog roast’: Loyle Carner’s festival food tips | Culture | The Guardian,http://www.theguardian.com/culture/2019/may/06/dont-go-near-the-hog-roast-loyle-carner-festival-food-tips
2019-05-06,"After 50 years of making and shaping TV, the presenter is still giving a keen, active attention to the things that matter, from gender equality and social mobility to fighting the government in the Lords","Joan Bakewell,Culture,Feminism,Women,World news,Joan Bakewell,Culture,Feminism,Women,World news",Joan Bakewell: ‘You don’t get the Albert Finneys and the Tom Contis today. It’s all these old Etonians’ | Culture | The Guardian,http://www.theguardian.com/culture/2019/may/06/joan-bakewell-you-dont-get-the-albert-finneys-and-the-tom-contis-today-its-all-these-old-etonians
2019-06-06,Late-night hosts discussed Donald Trump’s British visit and introduced Americans to the mayhem surrounding Boris Johnson,"Late-night TV roundup,Culture,Trevor Noah,Stephen Colbert,Jimmy Kimmel,TV comedy,US television,Comedy,Television,Television & radio,Donald Trump,Boris Johnson,Late-night TV roundup,Culture,Trevor Noah,Stephen Colbert,Jimmy Kimmel,TV comedy,US television,Comedy,Television,Television & radio",Trevor Noah on Boris Johnson: 'Like a midlife crisis Malfoy' | Culture | The Guardian,http://www.theguardian.com/culture/2019/jun/06/trevor-noah-boris-johnson-trump-visit-late-night-recap
2019-05-07,The long read: Exploitation and predatory pricing drove the transformation of the US beef industry – and created the model for modern agribusiness,"The meat industry,Beef,Cattle,Food,Agriculture,Science,Food,Farming,Environment,Meat,Business,The meat industry,Beef,Cattle,Food,Agriculture,Science,Food,Farming,Environment,Meat",The price of plenty: how beef changed America | Environment | The Guardian,http://www.theguardian.com/environment/2019/may/07/the-price-of-plenty-how-beef-changed-america
2019-05-07,"Insects are ‘the glue in nature’, says Anne Sverdrup-Thygeson, underpinning the food and water we rely on","Insects,Conservation,Wildlife,Environment,Insects,Conservation,Wildlife,Environment","Humanity must save insects to save ourselves, leading scientist warns | Environment | The Guardian",http://www.theguardian.com/environment/2019/may/07/humanity-must-save-insects-to-save-ourselves-scientist-warns
2019-07-06,On pagan horror films...,"Horror films,Film,Culture,Midsommar,Horror films,Film,Culture,Midsommar",Modern Toss | Culture | The Guardian,http://www.theguardian.com/film/picture/2019/jul/06/modern-toss
2019-05-07,"Corrimony, Highland: Dominant birds strut, joust and parry while producing the most unearthly sound","Birds,Birdwatching,Animals,Environment,Wildlife,Rural affairs,Mountains,Scotland,Birds,Birdwatching,Animals,Environment,Wildlife,Rural affairs,Mountains,Scotland",Country diary: the black grouse dandies strut their stuff | Environment | The Guardian,http://www.theguardian.com/environment/2019/may/07/country-diary-the-black-grouse-dandies-strut-their-stuff
2019-06-07,"President tweeted Nasa should focus on ‘Mars (of which the Moon is a part)’ over going to the moon, a reversal of previous remarks","The moon,Donald Trump,Space,Nasa,Science,US news,The moon,Donald Trump,Space,Nasa,Science,US news",Trump attacks Nasa and claims the moon is 'a part' of Mars | Science | The Guardian,http://www.theguardian.com/science/2019/jun/07/trump-moon-is-part-of-mars-tweet-nasa
2019-05-07,Exclusive: Company pursues approvals based on original plans for 60m-tonne megamine,"Carmichael coalmine,Adani Group,Queensland,Australia news,Coal,Fossil fuels,Environment,Business (Australia),Business,Carmichael coalmine,Adani Group,Queensland,Australia news,Coal,Fossil fuels,Environment,Business (Australia),Business",Adani refuses to commit to size of 'scaled-down' Carmichael coalmine | Environment | The Guardian,http://www.theguardian.com/environment/2019/may/07/adani-refuses-to-commit-to-size-of-scaled-down-carmichael-coalmine
2019-05-07,The science writer Philip Ball has always been fascinated by space. He looks at the latest missions to the moon and beyond. And: Carole Cadwalladr on why she used her TED talk to tell tech billionaires they had broken democracy,"Space,The moon,Virgin Galactic,Elon Musk,TED,Facebook,Twitter,Mark Zuckerberg,Sheryl Sandberg,Brexit,Cambridge Analytica,Space,The moon,Virgin Galactic,Elon Musk,TED,Facebook,Twitter,Mark Zuckerberg,Sheryl Sandberg,Brexit",The new space race – podcast | Science | The Guardian,http://www.theguardian.com/science/audio/2019/may/07/the-new-space-race
2019-05-07,From native species to Indigenous land management and water efficiency: Australia’s role in the extinction crisis,"Biodiversity,Australia news,Conservation,Environment,Wildlife,United Nations,Climate change,Farming,Animals,Indigenous peoples,Endangered species,Water,Trees and forests,Fish,Fishing,Biodiversity,Australia news,Conservation,Environment,Wildlife,United Nations,Climate change,Farming,Animals,Indigenous peoples",UN environment warning: 10 key points and what Australia must do | Environment | The Guardian,http://www.theguardian.com/environment/2019/may/07/un-environment-warning-10-key-points-and-what-australia-must-do
2019-05-07,Ex-archbishop of Canterbury Rowan Williams welcomes plans for fully costed proposals,"Fossil fuel divestment,University of Cambridge,Education,Higher education,Rowan Williams,UK news,Environment,Fossil fuels,Climate change,Climate change,Oil,Gas,Coal,Energy,Fossil fuel divestment,University of Cambridge,Education,Higher education,Rowan Williams,UK news,Environment,Fossil fuels,Climate change,Climate change",Cambridge University agrees to explore fossil fuel divestment plan | Environment | The Guardian,http://www.theguardian.com/environment/2019/may/07/cambridge-university-agrees-explore-fossil-fuel-divestment-plan
2019-05-08,Silverstone confirmed the circuit is to be resurfaced before the F1 British Grand Prix at a cost of up to £5m,"Silverstone,Formula One 2019,Formula One,Motor sport,Sport,Silverstone,Formula One 2019,Formula One,Motor sport,Sport",Silverstone confident £5m resurfacing work will not affect British Grand Prix | Sport | The Guardian,http://www.theguardian.com/sport/2019/may/08/silverstone-resurfacing-f1-british-grand-prix
2019-07-07,"As Saturn’s moon Titan becomes Nasa’s latest destination, we look at other probes the agency is boldly sending forth","Nasa,Technology,Space,Science,Saturn,Nasa,Technology,Space,Science,Saturn",The five: Nasa research probes | Science | The Guardian,http://www.theguardian.com/science/2019/jul/07/the-five-nasa-research-probes-lydia-waller
2019-07-07,"Australia looking to become an emissions superpower, the Australian Conservation Foundation says","Greenhouse gas emissions,Climate change,Energy,Coal,Gas,Australia news,Fossil fuels,Environment,Greenhouse gas emissions,Climate change,Energy,Coal,Gas,Australia news,Fossil fuels,Environment",Fossil fuel exports make Australia one of the worst contributors to climate crisis | Environment | The Guardian,http://www.theguardian.com/environment/2019/jul/08/fossil-fuel-exports-make-australia-one-of-the-worst-contributors-to-climate-crisis
2019-07-07,This week the planet is in opposition – its closest to Earth all year,"Astronomy,Saturn,Space,Science,Astronomy,Saturn,Space,Science",Starwatch: approach of Saturn offers a summer bonus | Science | The Guardian,http://www.theguardian.com/science/2019/jul/07/starwatch-approach-of-saturn-offers-a-summer-bonus
2019-06-07,"Langstone, Hampshire: A symbiotic relationship means the black ants don’t damage the flowers and protect them from harmful insects","Insects,Environment,Wildlife,UK news,Gardens,Animals,World news,Life and style,Insects,Environment,Wildlife,UK news,Gardens,Animals,World news,Life and style",Country diary: garden ants make a beeline for my peonies | Environment | The Guardian,http://www.theguardian.com/environment/2019/jun/07/country-diary-garden-ants-make-a-beeline-for-my-peonies
2019-07-07,Unesco recognises Cheshire home of Lovell telescope for contribution to astronomical research,"Astronomy,Heritage,Unesco,Culture,Manchester,Greater Manchester,UK news,Science,Astronomy,Heritage,Unesco,Culture,Manchester,Greater Manchester,UK news,Science",Jodrell Bank Observatory becomes world heritage site | Science | The Guardian,http://www.theguardian.com/culture/2019/jul/07/jodrell-bank-observatory-becomes-world-heritage-site
2019-07-07,"Developing countries must prepare now for profound impact, disaster representative says","Climate change,United Nations,Environment,Climate change,Science,World news,Climate change,United Nations,Environment,Climate change,Science,World news","One climate crisis disaster happening every week, UN warns | Environment | The Guardian",http://www.theguardian.com/environment/2019/jul/07/one-climate-crisis-disaster-happening-every-week-un-warns
2019-07-07,"The doctor, geneticist and author talks about his new book on the future of medicine","Science,Technology,Health, mind and body books,Science and nature books,Books,Culture,Science,Technology,Health, mind and body books,Science and nature books,Books,Culture",Cardiologist Eric Topol: 'AI can restore the care in healthcare' | Science | The Guardian,http://www.theguardian.com/science/2019/jul/07/eric-topol-cardiologist-deep-medicine-artificial-intelligence-diagnosis
2019-06-07,Jordan Binnington stopped 38 shots to help the the St Louis Blues to a 2-1 victory over the Boston Bruins and a 3-2 lead in the Stanley Cup final,"Stanley Cup,St Louis Blues,Boston Bruins,NHL,US sports,Sport,Stanley Cup,St Louis Blues,Boston Bruins,NHL,US sports,Sport",St Louis Blues silence Boston Bruins to move to brink of first Stanley Cup | Sport | The Guardian,http://www.theguardian.com/sport/2019/jun/06/st-louis-blues-boston-bruins-stanley-cup-final
2019-06-07,"There was no reward with the ball, but a knock of 92 proved the difference against the West Indies","Cricket World Cup 2019,Australia cricket team,West Indies cricket team,Cricket,Australia sport,Sport,Cricket World Cup 2019,Australia cricket team,West Indies cricket team,Cricket,Australia sport,Sport",Nathan Coulter-Nile steps out of shadows to play starring role for Australia | Geoff Lemon | Sport | The Guardian,http://www.theguardian.com/sport/2019/jun/07/nathan-coulter-nile-steps-out-of-shadows-to-play-starring-role-for-australia
2019-07-07,Finding clean and effective alternatives to harmful plastic waste is far from simple,"Plastics,Waste,Oceans,Landfill,Plastic bags,Environment,Science,Plastics,Waste,Oceans,Landfill,Plastic bags,Environment,Science","The search for a cleaner, greener plastic | Environment | The Guardian",http://www.theguardian.com/environment/2019/jul/07/the-search-for-a-cleaner-greener-plastic-ocean-pollution-landfill-bioplastic-pla-composting
2019-06-07,French Open organisers’ decision declared ‘unfair and inappropriate’ and ‘a disgrace’,"French Open 2019,Ashleigh Barty,Tennis,Australia sport,Sport,Australia news,French Open 2019,Ashleigh Barty,Tennis,Australia sport,Sport,Australia news",French Open: rain delays force Ashleigh Barty's semi-final away from main court | Sport | The Guardian,http://www.theguardian.com/sport/2019/jun/07/rain-delays-force-ashleigh-bartys-first-grand-slam-semi-final-on-to-outside-court
2019-07-07,North Melbourne’s key defender returned to the field at VFL level just over six months after being rescued from under Melbourne’s Bolte Bridge,"AFL,North Melbourne,Australian rules football,Australia sport,Sport,AFL,North Melbourne,Australian rules football,Australia sport,Sport",Majak Daw given hero's welcome in milestone moment on path back to AFL | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/majak-daw-given-heros-welcome-in-milestone-moment-on-path-back-to-afl
2019-07-07,Fifty years after Eddy Merckx’s first Tour de France win he continues to cast an imposing shadow over the current generation of Belgian riders,"Tour de France 2019,Tour de France,Cycling,Belgium,Sport,Tour de France 2019,Tour de France,Cycling,Belgium,Sport",Eddy Merckx casts lengthy shadow over current crop of Belgian talent | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/eddy-merckx-shadow-belgian-cyclists-tour-de-france
2019-07-07,"At 15, Coco Gauff is the star of Wimbledon. But young players often struggle to make a lasting impact","Wimbledon 2019,Sport,Tennis,Wimbledon 2019,Sport,Tennis",Can Coco Gauff break past the tennis old guard? | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/the-young-stars-of-tennis-by-tim-lewis
2019-07-07,"The infamously prickly, can-explode-will-explode India captain has been a man becalmed but there are hints the rage is returning","Virat Kohli,India cricket team,Cricket World Cup 2019,Cricket,Sport,Virat Kohli,India cricket team,Cricket World Cup 2019,Cricket,Sport",World Cup Kohli’s charm offensive begs question who stole the real Virat? | Emma John | Sport | The Guardian,http://www.theguardian.com/sport/blog/2019/jul/07/cricket-world-cup-kohli-charm-real-virat-india
2019-07-07,Sea Of Class is in intensive care after a devastating attack of colic that has ended the filly’s racing career,"Horse racing,Horse racing tips,Sport,Horse racing,Horse racing tips,Sport",Sea Of Class fights for life after colic attack ends filly’s career | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/sea-of-class-fights-for-life
2019-07-07,Jimmy Anderson has suffered a ‘low-grade calf muscle tear’ and could miss the first Test against Australia,"The Ashes,Jimmy Anderson,England cricket team,Australia cricket team,Cricket,Australia sport,Sport,The Ashes,Jimmy Anderson,England cricket team,Australia cricket team,Cricket,Australia sport,Sport",Jimmy Anderson a serious doubt for England’s Ashes opener | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/jimmy-anderson-doubt-injury-ashes-england
2019-07-07,"Usman Khawaja has been ruled out of the rest of the World Cup by the hamstring strain he suffered during Australia’s loss to South Africa, Justin Langer has confirmed","Cricket World Cup 2019,Australia cricket team,Cricket,Australia sport,Sport,Cricket World Cup 2019,Australia cricket team,Cricket,Australia sport,Sport",Usman Khawaja out of World Cup with Marcus Stoinis a doubt for Australia | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/mitchell-marsh-and-matthew-wade-primed-to-step-in-for-world-cup-semi-final
2019-07-07,"When the championships resume, the men’s fourth round will feature more players older than 30 than younger for the first time in the Open era","Wimbledon 2019,Wimbledon,Tennis,Sport,Wimbledon 2019,Wimbledon,Tennis,Sport",More players older than 30 than younger left in men’s fourth round at Wimbledon | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/wimbledon-roger-federer-novak-djokovic-rafael-nadal
2019-07-07,"India have the easiest task against an off-colour New Zealand, while Australia must recover from injury concerns and defeat by South Africa before facing England","Cricket World Cup 2019,India cricket team,Australia cricket team,England cricket team,New Zealand cricket team,Cricket,Australia sport,Sport,Cricket World Cup 2019,India cricket team,Australia cricket team,England cricket team,New Zealand cricket team,Cricket,Australia sport,Sport",The prize in sight: how the Cricket World Cup semi-finalists compare | Tanya Aldred | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/cricket-world-cup-india-australia-england-new-zealand
2019-07-07,Victims’ commissioner Vera Baird criticises policy of requesting personal material,"Crown Prosecution Service,UK news,Police,Law,Rape and sexual assault,Society,Crown Prosecution Service,UK news,Police,Law,Rape and sexual assault,Society",CPS and police ‘making intrusive demands of rape accusers’ | Law | The Guardian,http://www.theguardian.com/law/2019/jul/07/cps-requests-too-much-personal-material-from-accusers-says-victims-group
2019-07-07,Dutchman Mike Teunissen clung on to the Tour de France yellow jersey for another day as his Jumbo-Visma team powered to team time trial victory in Brussels,"Tour de France 2019,Team Ineos,Tour de France,Cycling,Sport,Tour de France 2019,Team Ineos,Tour de France,Cycling,Sport",Tour de France: Jumbo-Visma win team time trial as Teunissen stays in yellow | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/tour-de-france-stage-two-team-time-trial-jumbo-visma-teunissen
2019-07-07,The 15-year-old has burst forward in her first week at Wimbledon; next a heavyweight clash with Simona Halep,"Wimbledon 2019,Coco Gauff,Wimbledon,Tennis,US sports,Sport,Wimbledon 2019,Coco Gauff,Wimbledon,Tennis,US sports,Sport",Fitness to finesse: the reasons behind Coco Gauff’s stunning Wimbledon rise | Simon Cambers | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/coco-gauff-complete-player-wimbledon-tennis
2019-07-07,Listings on sites including Viagogo criticised for not displaying seat numbers,"Wimbledon 2019,Sport,Tennis,Wimbledon,UK news,Viagogo,Wimbledon 2019,Sport,Tennis,Wimbledon,UK news,Viagogo",Wimbledon seats up for sale on resale sites for thousands of pounds | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/wimbledon-seats-up-for-sale-on-resale-sites-for-thousands-of-pounds
2019-07-07,‘Deeply worrying’ rise over last two years in use of tactic by country’s biggest forces,"Stop and search,Police,Knife crime,Crime,Metropolitan police,London,Sajid Javid,UK criminal justice,Conservatives,David Lammy,Politics,UK news,Law,Stop and search,Police,Knife crime,Crime,Metropolitan police,London,Sajid Javid,UK criminal justice,Conservatives,David Lammy",Surge in stop and search in England as police battle knife crime | Law | The Guardian,http://www.theguardian.com/law/2019/jul/07/england-sees-surge-in-stop-and-search-as-police-battle-knife-crime
2019-07-07,Tyson Fury has claimed that a highly-anticipated WBC heavyweight title rematch with Deontay Wilder will take place early next year,"Boxing,Deontay Wilder,Tyson Fury,Sport,US sports,Boxing,Deontay Wilder,Tyson Fury,Sport,US sports",Tyson Fury says Deontay Wilder rematch has been agreed for 22 February | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/boxing-tyson-fury-says-deontay-wilder-rematch-agreed-february
2019-07-07,England were all out for 75 – Ellyse Perry taking seven for 22 – and they lost to Australia by 194 runs leaving the visitors two points short of retaining the Ashes,"Women's Ashes,England women's cricket team,Australia women's cricket team,Australia sport,Sport,Women's Ashes,England women's cricket team,Australia women's cricket team,Australia sport,Sport",Ellyse Perry takes seven wickets as Australia thrash England in Ashes ODI | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/england-australia-womens-ashes-third-odi-match-report
2019-07-07,"It is not just on the court where gains can be made – systems analysis, mental health and wellbeing can be as important as training drills","Netball World Cup 2019,Diamonds,Netball,Australia sport,Sport,Netball World Cup 2019,Diamonds,Netball,Australia sport,Sport",Thinking outside the goal circle: how Australia is preparing for Netball World Cup | Megan Maurice | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/08/thinking-outside-the-goal-circle-how-australia-is-preparing-for-netball-world-cup
2019-06-07,Strike in protest at low fees on 1 July will likely close down criminal justice system,"Barristers,UK criminal justice,Law,Industrial action,UK news,Barristers,UK criminal justice,Law,Industrial action,UK news",Criminal barristers in England and Wales vote for national walkout | Law | The Guardian,http://www.theguardian.com/law/2019/jun/07/criminals-barristers-in-england-and-wales-vote-to-stage-national-walkout
2019-07-07,Fremantle were humiliated in the Western Derby as the reigning premiers delivered a statement of intent,"AFL,West Coast Eagles,Sport,Australian rules football,Australia sport,AFL,West Coast Eagles,Sport,Australian rules football,Australia sport",West Coast Eagles soar to new heights and remember not to look down | Craig Little | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/08/west-coast-eagles-soar-to-new-heights-and-remember-not-to-look-down
2019-07-07,"Jason Roy, whose return from injury has restored England’s form with the bat in the World Cup, looks forward to Thursday’s semi-final against Australia","Cricket World Cup 2019,England cricket team,Australia cricket team,Cricket,Australia sport,Sport,Cricket World Cup 2019,England cricket team,Australia cricket team,Cricket,Australia sport,Sport",England’s World Cup batting buoyancy returns with Jason Roy | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/england-world-cup-jason-roy
2019-07-07,Mike Teunissen retained the yellow jersey as Jumbo-Visma put in a dominant performance with the final TTT of the day,"Tour de France 2019,Tour de France,Cycling,Sport,Tour de France 2019,Tour de France,Cycling,Sport",Tour de France: Jumbo-Visma win stage two team time trial – as it happened | Sport | The Guardian,http://www.theguardian.com/sport/live/2019/jul/07/tour-de-france-2019-stage-two-live
2019-07-07,"The brilliant Ellyse Perry took seven for 22, the best ODI figures by an Australian, as England were humiliated at Canterbury","Women's Ashes,Australia women's cricket team,England women's cricket team,Women's cricket,Cricket,Australia sport,Sport,Over by over reports,Women's Ashes,Australia women's cricket team,England women's cricket team,Women's cricket,Cricket,Australia sport,Sport,Over by over reports",Australia beat England by 194 runs after Women's Ashes third ODI collapse – as it happened | Sport | The Guardian,http://www.theguardian.com/sport/live/2019/jul/07/england-v-australia-womens-ashes-third-odi-live
2019-07-07,"Second-placed Essex had the better of the first day against third-placed Yorkshire, while leaders Somerset bounced back from a poor start against Notts","Essex,Yorkshire,Somerset,Nottinghamshire,Surrey,Kent,Hampshire,Warwickshire,County Championship Division One,County Championship Division Two,Cricket,Sport,Essex,Yorkshire,Somerset,Nottinghamshire,Surrey,Kent,Hampshire,Warwickshire,County Championship Division One,County Championship Division Two",County cricket: Essex gain edge over Yorkshire in battle of chasers – as it happened | Sport | The Guardian,http://www.theguardian.com/sport/live/2019/jul/07/county-cricket-essex-v-yorkshire-somerset-v-notts-and-more-live
2019-07-07,"Andy Murray sees no reason why he cannot still beat Novak Djokovic, Rafael Nadal and Roger Federer as he continues a comeback that looked out of the question","Wimbledon 2019,Andy Murray,Wimbledon,Tennis,Sport,Wimbledon 2019,Andy Murray,Wimbledon,Tennis,Sport",Andy Murray fired up for singles return and confident he can challenge rivals | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/andy-murray-singles-return-tennis
2019-07-07,"Johanna Konta, who faces Petra Kvitova in Wimbledon’s fourth round on Monday, said it was an honour to play the Czech, who survived a horrific knife attack two and a half years ago","Wimbledon 2019,Johanna Konta,Petra Kvitova,Wimbledon,Tennis,Sport,Wimbledon 2019,Johanna Konta,Petra Kvitova,Wimbledon,Tennis,Sport",Johanna Konta senses Wimbledon opportunity as she prepares to face Petra Kvitova | Sport | The Guardian,http://www.theguardian.com/sport/2019/jul/07/johanna-konta-petra-kvitova-wimbledon-fourth-round
2019-06-07,Golf almost broke Thomas Bjørn and even the high of captaining a winning Ryder Cup team was shrouded in his struggles with depression,"Thomas Bjørn,Ryder Cup,Golf,Sport,Thomas Bjørn,Ryder Cup,Golf,Sport",Thomas Bjørn: ‘We are privileged with a good life but this is sport’s dark side’ | Donald McRae | Sport | The Guardian,http://www.theguardian.com/sport/2019/jun/07/thomas-bjorn-sport-dark-side-golf-depression
